,playerid,Name,Team,pr,rank,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,WHIP,ERA,SVHD
662,18036,Jake Cronenworth,SDP,6.896433652,83,91,1.479500728,0.620899132,1.124541057,1.417353053,1.323825782,0.930313899,NA,NA,NA,NA,NA,NA
441,15816,Devin Williams,MIL,6.890797034,67,268,NA,NA,NA,NA,NA,NA,0.007863568,-0.571098736,0.568274081,1.588685098,2.794166029,2.502906995
271,13896,Chris Flexen,SEA,6.887810611,68,242,NA,NA,NA,NA,NA,NA,2.537186723,2.518226033,1.745000573,0.432510114,0.324665406,-0.669778238
1284,7859,Charlie Blackmon,COL,6.868378215,84,153,1.272897327,0.520364946,1.159450815,1.2687644,1.59483499,1.052065736,NA,NA,NA,NA,NA,NA
91,11739,J.T. Realmuto,PHI,6.857325529,85,82,1.341765128,1.123570062,1.403819122,1.271465697,0.826975566,0.889729954,NA,NA,NA,NA,NA,NA
109,12049,Kyle Hendricks,CHC,6.8528442,69,175,NA,NA,NA,NA,NA,NA,2.645277456,2.993506766,1.552445328,0.610383189,-0.278990302,-0.669778238
181,12979,Javier Báez,DET,6.845472551,86,139,1.445066828,1.626240992,1.613277671,1.098558496,0.510798156,0.551530408,NA,NA,NA,NA,NA,NA
10,10123,Kyle Gibson,PHI,6.843387404,70,240,NA,NA,NA,NA,NA,NA,2.645277456,2.993506766,2.087321007,-0.190045646,-0.022893941,-0.669778238
1316,9241,Starling Marte,NYM,6.8053933,87,99,1.686104129,0.520364946,0.949992266,1.272590868,1.59483499,0.781506099,NA,NA,NA,NA,NA,NA
651,17982,Ty France,SEA,6.800859756,88,136,1.169595627,0.821967504,1.229270331,1.37999854,1.323825782,0.876201972,NA,NA,NA,NA,NA,NA
406,15467,Marco Gonzales,SEA,6.799641555,71,223,NA,NA,NA,NA,NA,NA,2.450714136,2.518226033,1.659420464,0.699319726,0.141739434,-0.669778238
1039,21390,Joe Ryan,MIN,6.707156851,72,227,NA,NA,NA,NA,NA,NA,1.629224564,1.330024199,1.787790627,2.122304321,0.507591378,-0.669778238
754,19238,Lourdes Gurriel Jr.,TOR,6.694369463,89,127,1.031860026,1.224104248,1.403819122,1.096399009,1.143152976,0.795034081,NA,NA,NA,NA,NA,NA
34,10603,Chris Sale,BOS,6.67096514,73,107,NA,NA,NA,NA,NA,NA,1.023916459,1.092383832,1.531050301,2.033367784,1.660025002,-0.669778238
1254,6655,Craig Kimbrel,CHW,6.66688594,74,201,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,0.739434298,1.855494709,1.824658377,2.767297431
419,15552,Chad Green,NYY,6.659694161,75,299,NA,NA,NA,NA,NA,NA,0.24566318,-0.571098736,0.611064135,2.566987007,1.568562016,2.238516559
643,17929,Cedric Mullins,BAL,6.617600753,90,59,1.617236329,1.224104248,0.845262992,1.381211702,0.781807365,0.767978117,NA,NA,NA,NA,NA,NA
507,16505,Matt Chapman,TOR,6.604752238,91,133,1.479500728,2.028377735,1.578367913,1.319406952,-0.663575081,0.86267399,NA,NA,NA,NA,NA,NA
948,20126,Dylan Carlson,STL,6.58962893,92,178,1.445066828,1.023035876,1.229270331,1.477975016,0.646302761,0.767978117,NA,NA,NA,NA,NA,NA
565,17232,Yoán Moncada,CHW,6.588088849,93,193,1.513934628,0.821967504,1.124541057,1.469636323,0.781807365,0.876201972,NA,NA,NA,NA,NA,NA
680,18314,Dansby Swanson,ATL,6.58438329,94,130,1.445066828,1.42517262,1.473638638,1.313681244,0.375293552,0.551530408,NA,NA,NA,NA,NA,NA
162,12828,Andrew Kittredge,TBR,6.574720237,76,278,NA,NA,NA,NA,NA,NA,0.202426887,-0.571098736,0.332928782,1.766558172,2.208802919,2.635102213
915,19951,Ian Anderson,ATL,6.546859203,77,149,NA,NA,NA,NA,NA,NA,2.061587497,2.042945299,2.023135925,0.343573577,0.745395142,-0.669778238
363,15010,Corey Knebel,PHI,6.545635195,78,202,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.332928782,1.499748561,1.605147211,3.692663957
1234,5760,Avisaíl García,MIA,6.525945035,95,186,1.100727826,1.224104248,1.333999606,1.177239012,0.96248017,0.727394172,NA,NA,NA,NA,NA,NA
827,19569,David Bednar,PIT,6.458881044,79,274,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.439903918,1.677621635,2.007584349,2.767297431
1156,3096,Kenley Jansen,ATL,6.454565181,80,102,NA,NA,NA,NA,NA,NA,0.094336154,-0.571098736,0.375718836,1.499748561,1.495391627,3.560468739
161,12808,Mike Clevinger,SDP,6.450930934,81,206,NA,NA,NA,NA,NA,NA,1.326570512,1.567664565,1.573840356,1.321875486,1.330758253,-0.669778238
813,19479,Aaron Civale,CLE,6.439073149,82,194,NA,NA,NA,NA,NA,NA,2.321005257,2.280585666,1.723605545,0.788256263,-0.004601344,-0.669778238
118,12164,Miguel Sanó,MIN,6.417133226,96,292,1.307331227,2.229446107,1.578367913,1.188866002,-0.844247886,0.957369863,NA,NA,NA,NA,NA,NA
570,17277,Ranger Suárez,PHI,6.413465687,83,162,NA,NA,NA,NA,NA,NA,1.888642324,2.042945299,1.573840356,0.521446652,1.056369294,-0.669778238
262,13781,Alex Wood,SFG,6.310306226,84,184,NA,NA,NA,NA,NA,NA,1.694079004,1.805304932,1.659420464,0.966129337,0.855150725,-0.669778238
639,17907,Brendan Rodgers,COL,6.309945883,97,265,0.997426126,0.721433318,1.019811783,1.100237693,1.59483499,0.876201972,NA,NA,NA,NA,NA,NA
64,11368,Yasmani Grandal,CHW,6.256971768,98,85,1.100727826,1.42517262,1.229270331,1.228957689,-0.347397671,1.620240973,NA,NA,NA,NA,NA,NA
270,13892,Paul Sewald,SEA,6.203459527,85,290,NA,NA,NA,NA,NA,NA,0.115954301,-0.571098736,0.611064135,1.766558172,1.513684225,2.767297431
361,14993,Scott Barlow,KCR,6.190505878,86,164,NA,NA,NA,NA,NA,NA,0.24566318,-0.571098736,0.525484026,0.788256263,1.641732405,3.560468739
591,17479,Jack Flaherty,STL,6.172827836,87,123,NA,NA,NA,NA,NA,NA,1.002298312,1.805304932,1.188729867,1.588685098,1.257587864,-0.669778238
240,13621,Jeimer Candelario,DET,6.154171824,99,208,1.169595627,0.92250169,1.159450815,1.407174924,0.646302761,0.849146008,NA,NA,NA,NA,NA,NA
702,18413,José Urquidy,HOU,6.124464434,88,212,NA,NA,NA,NA,NA,NA,1.715697151,1.805304932,1.359890084,1.588685098,0.324665406,-0.669778238
924,19966,Bobby Dalbec,BOS,6.072626924,100,279,0.825256625,1.827309364,1.333999606,1.006969243,-0.257061268,1.336153354,NA,NA,NA,NA,NA,NA
1317,9256,AJ Pollock,LAD,6.067415882,101,236,0.653087124,1.023035876,1.019811783,0.788310384,1.233489379,1.349681336,NA,NA,NA,NA,NA,NA
1012,20633,Yusei Kikuchi,TOR,6.064307437,89,229,NA,NA,NA,NA,NA,NA,2.061587497,2.280585666,1.958950844,0.25463704,0.178324628,-0.669778238
805,19447,Patrick Sandoval,LAA,6.060355741,90,260,NA,NA,NA,NA,NA,NA,1.802169738,1.567664565,1.894765763,0.610383189,0.855150725,-0.669778238
60,11281,Whit Merrifield,KCR,6.040774101,102,71,1.686104129,0.118228203,0.949992266,1.288667119,1.730339595,0.26744279,NA,NA,NA,NA,NA,NA
1031,21224,Bailey Ober,MIN,6.035829296,91,191,NA,NA,NA,NA,NA,NA,1.650842711,1.330024199,1.680815491,1.499748561,0.544176573,-0.669778238
638,17901,Andrew Benintendi,KCR,6.025533422,103,170,1.031860026,0.620899132,1.159450815,1.130688061,1.233489379,0.849146008,NA,NA,NA,NA,NA,NA
58,11265,Jonathan Schoop,DET,6.020367922,104,196,1.169595627,1.123570062,1.299089848,1.148661754,0.917311969,0.362138662,NA,NA,NA,NA,NA,NA
826,19566,Nathaniel Lowe,TEX,5.97774704,105,NA,1.169595627,0.821967504,1.194360573,1.291790311,0.691470962,0.808562063,NA,NA,NA,NA,NA,NA
802,1943,Zack Greinke,KCR,5.976828244,92,230,NA,NA,NA,NA,NA,NA,2.212914523,2.280585666,1.31710003,0.8771928,-0.041186538,-0.669778238
1237,5933,Jean Segura,PHI,5.94452592,106,160,1.307331227,0.319296575,0.88017275,1.142327383,1.730339595,0.56505839,NA,NA,NA,NA,NA,NA
748,19198,Yuli Gurriel,HOU,5.89647963,107,114,1.031860026,0.41983076,1.124541057,1.106242479,1.59483499,0.619170317,NA,NA,NA,NA,NA,NA
1001,20492,Casey Mize,DET,5.890265055,93,250,NA,NA,NA,NA,NA,NA,2.126441937,2.042945299,1.424075166,0.788256263,0.178324628,-0.669778238
927,19979,Zach Plesac,CLE,5.886426618,94,220,NA,NA,NA,NA,NA,NA,2.212914523,2.042945299,1.46686522,0.966129337,-0.132649524,-0.669778238
48,10950,Adam Duvall,ATL,5.875918244,108,233,0.997426126,2.128911921,1.648187429,0.893125346,-0.573238678,0.781506099,NA,NA,NA,NA,NA,NA
857,19753,Jonathan Loáisiga,NYY,5.859196748,95,300,NA,NA,NA,NA,NA,NA,0.224045034,-0.571098736,0.311533755,1.410812023,2.245388113,2.238516559
640,17919,Ian Happ,CHC,5.859132048,109,243,1.100727826,1.525706806,1.194360573,1.161939698,-0.121556664,0.997953809,NA,NA,NA,NA,NA,NA
1318,9323,Patrick Corbin,WSN,5.817060455,96,216,NA,NA,NA,NA,NA,NA,2.407477843,2.518226033,1.980345871,-0.012172572,-0.407038482,-0.669778238
545,16997,Gleyber Torres,NYY,5.766444797,110,167,1.031860026,0.92250169,1.089631299,1.131857568,0.917311969,0.673282245,NA,NA,NA,NA,NA,NA
31,10472,Enrique Hernández,BOS,5.740026175,111,147,1.376199028,1.123570062,1.089631299,1.196970649,0.239788948,0.71386619,NA,NA,NA,NA,NA,NA
397,15351,Frank Schwindel,CHC,5.72305506,112,180,1.031860026,1.023035876,1.26418009,0.984664363,0.96248017,0.456834535,NA,NA,NA,NA,NA,NA
212,13361,Steven Matz,STL,5.710739543,97,245,NA,NA,NA,NA,NA,NA,1.975114911,1.805304932,1.680815491,0.521446652,0.397835795,-0.669778238
657,18000,Triston McKenzie,CLE,5.66815196,98,225,NA,NA,NA,NA,NA,NA,1.715697151,1.805304932,2.001740898,0.966129337,-0.150942121,-0.669778238
856,19742,Anthony Bender,MIA,5.66379058,99,NA,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.311533755,1.321875486,1.696610197,2.767297431
114,12155,Eddie Rosario,ATL,5.661585762,113,121,0.825256625,1.123570062,1.26418009,0.817400827,0.917311969,0.71386619,NA,NA,NA,NA,NA,NA
1180,4106,Michael Brantley,HOU,5.648270617,114,129,0.928558326,0.017694017,0.635804443,1.021518233,2.182021609,0.86267399,NA,NA,NA,NA,NA,NA
1086,22264,Shane Baz,TBR,5.645488159,100,148,NA,NA,NA,NA,NA,NA,0.829353139,1.092383832,1.081754732,1.944431247,1.367343447,-0.669778238
1336,9874,DJ LeMahieu,NYY,5.606537955,115,64,1.376199028,0.118228203,0.775443476,1.176549082,1.730339595,0.429778572,NA,NA,NA,NA,NA,NA
343,14811,Luke Voit,SDP,5.590880017,116,234,0.790822725,1.324638434,1.124541057,0.937271281,0.239788948,1.173817572,NA,NA,NA,NA,NA,NA
253,13757,Chris Taylor,LAD,5.538124036,117,177,1.307331227,0.721433318,1.124541057,1.065458214,0.510798156,0.808562063,NA,NA,NA,NA,NA,NA
473,16258,Aaron Bummer,CHW,5.523207315,101,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,0.332928782,0.966129337,2.373436294,2.370711777
347,14854,Mike Yastrzemski,SFG,5.44839868,118,189,1.169595627,1.224104248,1.124541057,1.071648056,-0.031220261,0.889729954,NA,NA,NA,NA,NA,NA
976,20325,Alex Kirilloff,MIN,5.434180516,119,235,0.653087124,0.821967504,0.949992266,0.86780205,1.27865758,0.86267399,NA,NA,NA,NA,NA,NA
998,20468,Huascar Ynoa,ATL,5.39824062,102,321,NA,NA,NA,NA,NA,NA,1.499515685,1.567664565,1.595235383,0.788256263,0.617346961,-0.669778238
713,18577,Ke'Bryan Hayes,PIT,5.395122772,120,176,1.341765128,0.41983076,0.915082508,1.213377523,1.007648372,0.497418481,NA,NA,NA,NA,NA,NA
795,19363,Austin Hays,BAL,5.363463259,121,199,1.135161727,1.023035876,1.124541057,0.964059322,0.646302761,0.470362517,NA,NA,NA,NA,NA,NA
317,14551,Anthony Santander,BAL,5.335486631,122,211,0.894124425,1.42517262,1.194360573,0.91311729,0.330125351,0.578586372,NA,NA,NA,NA,NA,NA
84,11609,Willson Contreras,CHC,5.332767759,123,169,1.066293926,1.123570062,1.054721541,1.03547175,0.149452545,0.903257936,NA,NA,NA,NA,NA,NA
400,15423,Andrew Heaney,LAD,5.330722092,103,224,NA,NA,NA,NA,NA,NA,1.477897538,1.567664565,1.680815491,1.055065875,0.086861642,-0.53758302
1120,2429,Corey Kluber,TBR,5.310388801,104,277,NA,NA,NA,NA,NA,NA,1.629224564,1.567664565,1.573840356,0.610383189,0.599054364,-0.669778238
63,11342,Jesús Aguilar,MIA,5.295091538,124,256,0.721954924,1.023035876,1.333999606,0.946268584,0.555966358,0.71386619,NA,NA,NA,NA,NA,NA
1253,6632,Carlos Carrasco,NYM,5.283271517,105,294,NA,NA,NA,NA,NA,NA,1.564370125,1.567664565,1.61663041,0.788256263,0.416128392,-0.669778238
261,13774,Zach Eflin,PHI,5.277948839,106,NA,NA,NA,NA,NA,NA,NA,1.737315298,2.042945299,1.381285111,0.699319726,0.086861642,-0.669778238
776,19312,Cal Quantrill,CLE,5.275710783,107,181,NA,NA,NA,NA,NA,NA,1.910260471,1.805304932,1.381285111,0.432510114,0.416128392,-0.669778238
955,20191,Garrett Whitlock,BOS,5.272890423,108,254,NA,NA,NA,NA,NA,NA,0.63478982,-0.333458369,0.71803927,1.144002412,1.531976822,1.577540469
756,19244,Cole Irvin,OAK,5.254716668,109,NA,NA,NA,NA,NA,NA,NA,2.29938711,2.280585666,1.295705003,0.25463704,-0.205819913,-0.669778238
895,19879,Tanner Houck,BOS,5.246564842,110,255,NA,NA,NA,NA,NA,NA,1.585988271,1.330024199,1.809185654,0.610383189,0.580761767,-0.669778238
906,19913,Jesús Sánchez,MIA,5.226276565,125,312,0.756388825,1.123570062,1.124541057,0.956528329,0.510798156,0.754450136,NA,NA,NA,NA,NA,NA
1136,25385,Drew Rasmussen,TBR,5.223027808,111,190,NA,NA,NA,NA,NA,NA,1.326570512,1.092383832,1.359890084,0.966129337,1.14783228,-0.669778238
1239,6153,Eduardo Escobar,NYM,5.206435611,126,214,1.066293926,1.324638434,1.473638638,1.0469459,0.013947941,0.280970771,NA,NA,NA,NA,NA,NA
1134,25377,Brady Singer,KCR,5.19381194,112,NA,NA,NA,NA,NA,NA,NA,1.867024177,2.042945299,1.659420464,-0.012172572,0.306372809,-0.669778238
1274,7550,Jake McGee,SFG,5.160858812,113,286,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,-0.030786679,1.677621635,1.221002669,2.899492649
949,20151,James Karinchak,CLE,5.156325254,114,NA,NA,NA,NA,NA,NA,NA,0.007863568,-0.571098736,0.504088999,1.144002412,1.568562016,2.502906995
1251,6562,Alex Cobb,SFG,5.135389551,115,289,NA,NA,NA,NA,NA,NA,1.694079004,1.567664565,1.381285111,0.343573577,0.818565531,-0.669778238
86,11674,Jameson Taillon,NYY,5.078115648,116,295,NA,NA,NA,NA,NA,NA,1.672460858,1.567664565,1.509655274,0.966129337,0.031983851,-0.669778238
52,11156,Merrill Kelly,ARI,5.064251229,117,NA,NA,NA,NA,NA,NA,NA,2.385859696,2.042945299,1.638025437,0.165700503,-0.498501468,-0.669778238
1,10021,Mike Minor,CIN,5.006157683,118,NA,NA,NA,NA,NA,NA,NA,1.823787884,1.805304932,1.702210518,0.788256263,-0.443623677,-0.669778238
168,12863,Matt Barnes,BOS,4.994433469,119,203,NA,NA,NA,NA,NA,NA,0.029481714,-0.571098736,0.568274081,0.788256263,1.14783228,3.031687867
1399,sa3011225,Bobby Witt Jr.,KCR,4.987535079,127,158,1.066293926,0.92250169,1.159450815,0.930352139,0.465629955,0.443306553,NA,NA,NA,NA,NA,NA
711,18564,Trent Grisham,SDP,4.986936904,128,179,1.376199028,0.821967504,0.984902024,1.120997632,0.104284343,0.578586372,NA,NA,NA,NA,NA,NA
175,12927,Brandon Nimmo,NYM,4.978221544,129,271,1.169595627,0.218762389,0.391436136,1.152466053,0.872143768,1.173817572,NA,NA,NA,NA,NA,NA
604,17606,Cristian Javier,HOU,4.966507139,120,232,NA,NA,NA,NA,NA,NA,1.088770899,0.854743465,1.573840356,0.8771928,0.580761767,-0.008802148
112,12144,Max Kepler,MIN,4.962921179,130,200,1.238463427,1.324638434,1.089631299,1.074639848,-0.437734074,0.673282245,NA,NA,NA,NA,NA,NA
1214,5343,Brandon Crawford,SFG,4.931651148,131,219,0.962992226,0.620899132,1.089631299,0.947487212,0.691470962,0.619170317,NA,NA,NA,NA,NA,NA
416,15518,Amed Rosario,CLE,4.905067931,132,251,1.204029527,0.118228203,0.775443476,0.985672891,1.59483499,0.226858844,NA,NA,NA,NA,NA,NA
595,17496,Diego Castillo,SEA,4.865396008,121,343,NA,NA,NA,NA,NA,NA,0.029481714,-0.571098736,0.247348674,1.588685098,1.861243572,1.709735687
1247,6398,Trevor May,NYM,4.838717725,122,NA,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.504088999,1.144002412,1.385636044,2.238516559
555,17128,Ramón Laureano,OAK,4.835243001,133,317,0.962992226,0.92250169,0.775443476,0.854945391,0.510798156,0.808562063,NA,NA,NA,NA,NA,NA
1139,26197,Andrew Vaughn,CHW,4.82090968,134,311,0.859690525,0.92250169,0.949992266,1.008509182,0.420461753,0.659754263,NA,NA,NA,NA,NA,NA
11,10131,Stephen Strasburg,WSN,4.809357645,123,253,NA,NA,NA,NA,NA,NA,1.153625339,1.567664565,1.124544786,1.144002412,0.489298781,-0.669778238
220,13435,Pierce Johnson,SDP,4.808774317,124,NA,NA,NA,NA,NA,NA,NA,0.029481714,-0.571098736,0.354323809,0.788256263,1.440513836,2.767297431
523,16622,Luis Urías,MIL,4.795360336,135,205,1.066293926,0.721433318,0.949992266,1.022593011,0.375293552,0.659754263,NA,NA,NA,NA,NA,NA
222,13470,Lucas Sims,CIN,4.759462987,125,324,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,0.439903918,1.410812023,1.166124878,2.370711777
97,11804,Héctor Neris,HOU,4.757530982,126,NA,NA,NA,NA,NA,NA,NA,0.24566318,-0.571098736,0.632459162,1.232938949,1.111247086,2.106321341
94,11762,Noah Syndergaard,LAA,4.701228471,127,185,NA,NA,NA,NA,NA,NA,1.672460858,1.567664565,1.381285111,0.699319726,0.050276448,-0.669778238
404,15454,Nick Pivetta,BOS,4.661165404,128,270,NA,NA,NA,NA,NA,NA,2.03996935,1.567664565,2.215691169,-0.012172572,-0.480208871,-0.669778238
1229,5524,Madison Bumgarner,ARI,4.650270715,129,304,NA,NA,NA,NA,NA,NA,2.277768963,2.042945299,1.61663041,0.521446652,-1.138742371,-0.669778238
1194,4892,Mike Moustakas,CIN,4.632297401,136,319,0.721954924,1.324638434,1.159450815,0.842887427,-0.076388462,0.659754263,NA,NA,NA,NA,NA,NA
1122,24580,Josiah Gray,WSN,4.598189934,130,342,NA,NA,NA,NA,NA,NA,1.780551591,1.805304932,1.7663956,0.432510114,-0.516794066,-0.669778238
652,17988,Tyler Stephenson,CIN,4.57309314,137,197,0.756388825,0.319296575,0.670714201,0.856866262,1.188321178,0.781506099,NA,NA,NA,NA,NA,NA
1103,22815,Luis Patiño,TBR,4.562315005,131,NA,NA,NA,NA,NA,NA,NA,1.348188658,0.854743465,1.509655274,0.788256263,0.599054364,-0.53758302
1071,21992,Camilo Doval,SFG,4.556931753,132,213,NA,NA,NA,NA,NA,NA,0.007863568,-0.571098736,0.354323809,0.521446652,1.47709903,2.767297431
398,15362,Jeff McNeil,NYM,4.555352308,138,258,0.756388825,0.118228203,0.635804443,0.903149695,1.549666789,0.592114354,NA,NA,NA,NA,NA,NA
72,11445,Mark Canha,NYM,4.513026384,139,188,1.376199028,0.721433318,0.915082508,1.147146206,-0.211893067,0.56505839,NA,NA,NA,NA,NA,NA
1287,8048,Will Smith,ATL,4.504406056,133,66,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.418508891,1.588685098,1.221002669,1.709735687
1288,8048,Will Smith,ATL,4.504406056,133,66,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.418508891,1.588685098,1.221002669,1.709735687
1289,8048,Will Smith,ATL,4.504406056,133,198,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.418508891,1.588685098,1.221002669,1.709735687
1290,8048,Will Smith,ATL,4.504406056,133,198,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.418508891,1.588685098,1.221002669,1.709735687
210,13359,Tyler Naquin,CIN,4.485511194,140,NA,0.687521024,0.721433318,0.949992266,0.734530629,0.826975566,0.56505839,NA,NA,NA,NA,NA,NA
415,15514,Kendall Graveman,CHW,4.480844517,134,323,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.05479343,1.321875486,1.714902794,1.974126123
138,12532,Kolten Wong,MIL,4.423099892,141,171,1.238463427,0.118228203,0.600894685,0.964806195,1.097984775,0.402722608,NA,NA,NA,NA,NA,NA
1267,7146,Daniel Hudson,LAD,4.412242525,135,NA,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.332928782,1.232938949,0.928321114,2.502906995
100,11836,Taijuan Walker,NYM,4.410689623,136,238,NA,NA,NA,NA,NA,NA,1.715697151,1.567664565,1.424075166,0.432510114,-0.059479135,-0.669778238
1332,9803,Miles Mikolas,STL,4.397120977,137,NA,NA,NA,NA,NA,NA,NA,1.542751978,1.567664565,0.71803927,0.8771928,0.3612506,-0.669778238
812,19470,Tommy Edman,STL,4.365266987,142,125,1.445066828,0.118228203,0.705623959,0.987952087,1.097984775,0.010411135,NA,NA,NA,NA,NA,NA
778,19316,Eric Lauer,MIL,4.347339412,138,NA,NA,NA,NA,NA,NA,NA,1.607606418,1.567664565,1.445470193,0.25463704,0.141739434,-0.669778238
173,12917,Dylan Bundy,MIN,4.324532832,139,NA,NA,NA,NA,NA,NA,NA,1.931878617,1.805304932,1.702210518,0.25463704,-0.699720038,-0.669778238
1306,8779,Wade Miley,CHC,4.311694151,140,NA,NA,NA,NA,NA,NA,NA,2.083205644,2.042945299,1.188729867,-0.456855258,0.123446837,-0.669778238
1334,9847,Andrew McCutchen,MIL,4.307905283,143,262,0.859690525,0.92250169,0.845262992,0.867108585,-0.076388462,0.889729954,NA,NA,NA,NA,NA,NA
1154,2967,Tommy Pham,,4.302706767,144,272,0.962992226,0.520364946,0.565984927,0.888836247,0.555966358,0.808562063,NA,NA,NA,NA,NA,NA
537,16933,Elieser Hernandez,MIA,4.280993671,141,NA,NA,NA,NA,NA,NA,NA,1.456279391,0.854743465,1.445470193,1.144002412,0.050276448,-0.669778238
811,19459,Jorge Alcala,MIN,4.269298286,142,NA,NA,NA,NA,NA,NA,NA,0.115954301,-0.571098736,0.247348674,1.232938949,0.873443322,2.370711777
1079,22168,Akil Baddoo,DET,4.251465552,145,239,1.238463427,0.721433318,0.845262992,0.952826846,0.104284343,0.389194626,NA,NA,NA,NA,NA,NA
149,12703,Trevor Bauer,LAD,4.230498722,143,217,NA,NA,NA,NA,NA,NA,0.007863568,1.092383832,0.268743701,1.944431247,1.586854613,-0.669778238
932,20000,Tyler Wells,BAL,4.226941434,144,NA,NA,NA,NA,NA,NA,NA,0.69964426,-0.333458369,0.86780446,1.232938949,0.050276448,1.709735687
184,12988,Andrew Chafin,DET,4.224810654,145,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,0.05479343,1.144002412,1.550269419,1.974126123
518,16578,Yandy Díaz,TBR,4.181894103,146,NA,0.653087124,0.118228203,0.600894685,0.835272559,1.233489379,0.740922154,NA,NA,NA,NA,NA,NA
1273,7531,Collin McHugh,ATL,4.168611436,146,322,NA,NA,NA,NA,NA,NA,0.094336154,-0.571098736,0.247348674,1.766558172,1.714902794,0.916564378
134,12447,Seth Lugo,NYM,4.167096373,147,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.333458369,0.225953647,1.321875486,1.038076697,1.841930905
160,12804,Matt Wisler,TBR,4.156899975,148,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,0.332928782,1.588685098,0.891735919,1.841930905
599,17578,JT Brubaker,PIT,4.152228174,149,NA,NA,NA,NA,NA,NA,NA,1.780551591,1.567664565,1.573840356,0.343573577,-0.443623677,-0.669778238
997,20454,Jazz Chisholm Jr.,MIA,4.134914051,147,215,1.341765128,1.023035876,0.88017275,0.838750044,-0.121556664,0.172746917,NA,NA,NA,NA,NA,NA
18,10231,José Iglesias,COL,4.132224997,148,NA,0.618653224,-0.283908541,0.600894685,0.711121541,2.136853408,0.348610681,NA,NA,NA,NA,NA,NA
1037,2136,David Peralta,ARI,4.109953199,149,NA,0.653087124,0.118228203,0.88017275,0.867421337,1.188321178,0.402722608,NA,NA,NA,NA,NA,NA
633,17874,Nestor Cortes,NYY,4.079102373,150,288,NA,NA,NA,NA,NA,NA,1.304952365,1.092383832,1.424075166,0.8771928,0.050276448,-0.669778238
506,16502,Ryan Yarbrough,TBR,4.056183184,151,NA,NA,NA,NA,NA,NA,NA,1.758933444,1.567664565,1.038964677,0.8771928,-0.516794066,-0.669778238
517,16572,Connor Joe,COL,4.048978113,150,NA,0.446483723,0.319296575,0.49616541,0.592038479,1.007648372,1.187345554,NA,NA,NA,NA,NA,NA
