Name,R/IP,HR/SO,RBI/QS,RC/ERA,AVG/WHIP,OPS/SVHD,pr,ovr_pr,adp,playerid,1B,2B,3B,SS,C,LF,CF,RF,P
Brent Rooker,-0.749913902,-0.437707825,-0.665362905,-0.735932234,-0.586610359,0.146362602,-3.029164623,790,563,19627,,,,,,,,,
Nolan Jones,-0.932324027,-0.644690663,-0.927482993,-0.847308363,-0.158374006,0.438766761,-3.071413291,791,442,sa917941,,,,,,,,,
Aaron Slegers,-0.717723308,-0.93538786,-0.463169746,-0.649727778,-0.009405089,-0.2990747,-3.074488481,792,,15231,,,,,,,,,P
Yairo Munoz,-1.063659317,-0.95516492,-1.033747894,-0.979801747,0.93083585,0.025464729,-3.076073299,793,,16313,,,,,,LF,,,
Bobby Bradley,-0.684246257,-0.230724987,-0.530760698,-0.650227027,-1.098632086,0.107000504,-3.087590552,794,640,17278,,,,,,,,,
Martin Maldonado,-0.115126667,-0.085837,-0.105701096,-0.301105168,-1.498939982,-0.981080357,-3.08779027,795,,6887,,,,,,,,,
Trevor Gott,-1.185066998,-1.117561558,-0.783817444,0.240755576,0.028872965,-0.2990747,-3.115892159,796,,15046,,,,,,,,,P
Hector Rondon,-1.147407264,-1.074186868,-0.783817444,0.061929001,0.181985177,-0.361844796,-3.123342193,797,,2391,,,,,,,,,P
Harrison Holmes,-0.713185991,-0.787913914,-0.47431842,-0.215434666,-0.334768541,-0.612925179,-3.138546711,798,,sa828669,,,,,,,,,P
Caleb Baragar,-0.820720413,-0.857313418,-0.518747871,-0.39061172,-0.085961195,-0.487384987,-3.160739604,799,,19231,,,,,,,,,P
Zack Littell,-1.203216267,-1.160936248,-0.783817444,0.49257259,0.086290044,-0.612925179,-3.182032503,800,,15823,,,,,,,,,P
Julio Teheran,0.257799926,-0.059219121,0.627809318,-2.080340379,-1.253441818,-0.675695274,-3.183087349,801,,6797,,,,,,,,,P
Ben Heller,-1.281711858,-1.15226131,-0.783817444,0.404984064,0.162846151,-0.550155083,-3.20011548,802,,15100,,,,,,,,,P
Rico Garcia,-1.092959455,-1.091536744,-0.461499647,0.244405098,-0.315629514,-0.487384987,-3.204605249,803,,20023,,,,,,,,,P
Brad Boxberger,-0.77806963,-0.618752623,-0.783817444,-0.459952637,-1.042912525,0.454166449,-3.22933841,804,,10133,,,,,,,,,P
Ildemaro Vargas,-0.859359977,-0.95516492,-0.920398667,-0.814043268,0.874978934,-0.562155167,-3.236143065,805,,13324,,,,,,,,,
Jose Martinez,-1.019880887,-0.851673501,-0.948735973,-0.946256389,0.483980525,0.036711043,-3.245855184,806,608,7996,,,,,,,,,
Anthony Kay,-0.49085744,-0.484291084,-0.419984273,-0.46725168,-0.966356419,-0.424614891,-3.253355788,807,,20387,,,,,,,,,P
Joel Payamps,-1.166917728,-1.156598779,-0.503005808,0.00353665,0.105429071,-0.550155083,-3.267711677,808,,14332,,,,,,,,,P
Cody Ponce,-0.32887521,-0.50164096,-0.281453932,-0.817605787,-0.813244206,-0.550155083,-3.292975177,809,,17920,,,,,,,,,P
Abraham Toro,-0.684246257,-0.665388947,-0.714953192,-0.744492547,-0.325944753,-0.162911027,-3.297936723,810,,19844,,,3B,,,,,,
David Hale,-0.658738183,-0.809601259,-0.783817444,-0.470901202,-0.468741727,-0.110764413,-3.302564228,811,,9756,,,,,,,,,P
Cole Irvin,-1.065735551,-1.130573965,-0.434891277,-0.357766022,0.296819337,-0.612925179,-3.305072657,812,,19244,,,,,,,,,P
Bobby Wahl,-1.312111884,-1.139248903,-0.783817444,0.331993625,0.143707124,-0.550155083,-3.309632565,813,,14832,,,,,,,,,P
Shaun Anderson,-0.643765035,-0.744539224,-0.415608534,-0.584036383,-0.56443686,-0.361844796,-3.314230832,814,,19453,,,,,,,,,P
Taylor Ward,-0.757210307,-0.686087231,-0.863724053,-0.764092725,-0.204921435,-0.047636311,-3.323672062,815,,17548,,,,,,LF,,,
Matt Bush,-0.867454782,-0.822613666,-0.783817444,-0.339518412,-0.296490488,-0.236304604,-3.346199396,816,,1246,,,,,,,,,P
Chas McCormick,-0.567503777,-0.727483798,-0.686615885,-0.604559998,-0.167683492,-0.615575158,-3.369422109,817,,sa3004174,,,,,,LF,,,
Jose Trevino,-0.334018817,-0.499802676,-0.304062244,-0.407623635,-0.474896528,-1.349397134,-3.369801034,818,,16725,,,,,,,,,
Trevor Larnach,-1.063659317,-0.872371785,-1.047916547,-0.953164714,0.483980525,0.081696298,-3.371435541,819,,sa3008376,,,,,,,,,
Jon Duplantier,-0.755383043,-0.67513972,-0.433884736,-0.080402355,-0.889800312,-0.550155083,-3.384765249,820,,19546,,,,,,,,,P
Adam Morgan,-1.322547714,-1.234673221,-0.783817444,0.196961313,0.105429071,-0.361844796,-3.400492791,821,,12580,,,,,,,,,P
Tyler Beede,-0.378785701,-0.37151689,-0.264279462,-0.73001726,-1.004634472,-0.675695274,-3.424929059,822,,16981,,,,,,,,,P
Dom Nunez,-0.523725347,-0.313518122,-0.523676371,-0.546516031,-1.191726946,-0.348475205,-3.447638023,823,,15055,,,,,C,,,,
Mike Zunino,-0.224572742,0.369525243,0.092660052,-0.348639029,-2.346103203,-0.99232667,-3.44945635,824,,13265,,,,,,,,,
Andy Young,-0.793692332,-0.541199244,-0.750374826,-0.74987631,-0.567991387,-0.056071046,-3.459205146,825,499,19521,,,,,,,,,
Keibert Ruiz,-1.107437747,-0.893070069,-1.062085201,-1.027818116,0.800503047,-0.174157341,-3.464065427,826,548,19610,,,,,C,,,,
Heath Hembree,-0.823442803,-0.692489596,-0.783817444,-0.828554353,-0.162517301,-0.173534509,-3.464356006,827,,11632,,,,,,,,,P
Hunter Wood,-1.029437012,-0.961412674,-0.783817444,-0.09135092,0.009733938,-0.612925179,-3.469209291,828,,15091,,,,,,,,,P
Justin Williams,-0.808285142,-0.686087231,-0.757459152,-0.766915783,-0.028041202,-0.424387823,-3.471176334,829,,15490,,,,,,,,,
Connor Seabold,-0.5875023,-0.653452375,-0.360788123,-0.996432362,-0.200795355,-0.675695274,-3.474665789,830,,sa829464,,,,,,,,,P
Jimmy Cordero,-0.764457677,-0.822613666,-0.783817444,-0.080402355,-1.042912525,0.014775779,-3.479427889,831,,15690,,,,,,,,,P
Erick Fedde,0.077668427,-0.37151689,0.249852399,-1.288394118,-1.540527217,-0.612925179,-3.485842577,832,,17425,,,,,,,,,P
Heliot Ramos,-0.698839067,-0.582595812,-0.658278579,-0.722350592,-0.316635267,-0.511546755,-3.490246071,833,516,sa3004693,,,,,,,,,
Andrew Cashner,-0.610188887,-0.800926321,-0.395524094,-0.638779212,-0.698410046,-0.361844796,-3.505673356,834,,8782,,,,,,,,,P
Kyle Ryan,-0.702750161,-0.770564038,-0.783817444,-0.230032754,-1.100329605,0.077545874,-3.509948128,835,,11753,,,,,,,,,P
Luis Guillorme,-0.713431877,-0.975863204,-0.821218093,-0.667318576,0.316409778,-0.657748835,-3.519170807,836,419,16451,,2B,,,,,,,
Ryan McBroom,-0.917731217,-0.665388947,-0.899145687,-0.838122972,-0.05596966,-0.143229978,-3.519588462,837,,16524,,,,,,,,,
Matt Duffy,-1.063659317,-1.037958055,-1.069169527,-0.945033272,0.921526364,-0.331605735,-3.525899543,838,,13836,,,,,,,,,
Ryne Harper,-1.027622085,-0.987437488,-0.783817444,-0.397910764,0.143707124,-0.487384987,-3.540465644,839,457,12680,,,,,,,,,P
Adam Engel,-0.436168487,-0.52050096,-0.523676371,-0.55148118,-0.642467275,-0.871428797,-3.545723071,840,414,15082,,,,,,,,RF,
Edgar Santana,-0.982248911,-1.026474709,-0.783817444,-0.124196618,-0.085961195,-0.550155083,-3.55285396,841,511,17355,,,,,,,,,P
Arodys Vizcaino,-1.392422402,-1.28238538,-0.783817444,0.317395537,0.201124204,-0.612925179,-3.553030664,842,,5498,,,,,,,,,P
Dillon Maples,-1.067096746,-0.7618891,-0.783817444,0.839277175,-1.234302791,-0.550155083,-3.557983989,843,,14672,,,,,,,,,P
Jeter Downs,-0.881249192,-0.727483798,-0.835386746,-0.882064345,-0.176992978,-0.056071046,-3.559248106,844,436,sa3004615,,,,,,,,,
Jay Jackson,-1.26673871,-1.095874213,-0.783817444,0.00353665,0.181985177,-0.612925179,-3.573833719,845,,7432,,,,,,,,,P
Manny Pina,-0.786395927,-0.582595812,-0.658278579,-0.684903944,-0.409730126,-0.460938343,-3.582842731,846,391,2829,,,,,C,,,,
John Schreiber,-1.071634063,-1.02213724,-0.783817444,-0.313971759,0.028872965,-0.424614891,-3.587302434,847,,20020,,,,,,,,,P
Taylor Williams,-1.225902854,-1.139248903,-0.783817444,0.342942191,-0.296490488,-0.487384987,-3.589902486,848,,14899,,,,,,,,,P
Jeff Brigham,-1.321186519,-1.23901069,-0.783817444,0.167765138,0.067151018,-0.487384987,-3.596483485,849,,16631,,,,,,,,,P
Kyle Cody,-0.489496245,-0.58839034,0.03028704,-0.708120129,-1.234302791,-0.612925179,-3.602947643,850,,19686,,,,,,,,,P
Robert Gsellman,-1.032159402,-1.056836992,-0.783817444,-0.047556657,-0.258212434,-0.424614891,-3.603197822,851,,13696,,,,,,,,,P
Ryan Weathers,-0.660099378,-0.822613666,-0.522690323,-0.324920325,-0.660131993,-0.612925179,-3.603380863,852,,sa3008436,,,,,,,,,P
Nate Jones,-1.308935762,-1.208648407,-0.783817444,0.160466094,-0.105100222,-0.361844796,-3.607880537,853,,4696,,,,,,,,,P
Nick Vincent,-1.103395285,-1.117561558,-0.783817444,-0.5037469,0.373375443,-0.487384987,-3.622530731,854,,7555,,,,,,,,,P
Blaze Tom,-0.523725347,-0.52050096,-0.530760698,-0.576464475,-0.875204424,-0.598705687,-3.625361591,855,,sa875069,,,,,,,,,
Albert Almora Jr.,-0.706135472,-0.727483798,-0.750374826,-0.738223828,0.065053657,-0.781458287,-3.638622554,856,597,14109,,,,,,,CF,,
Daniel Robertson,-0.618578612,-0.768880366,-0.736206172,-0.61562515,-0.40042064,-0.500300442,-3.640011382,857,,14145,,,,SS,,,,,
Ramon Urias,-1.027177292,-0.872371785,-1.026663567,-0.947300433,0.214005432,-0.011085791,-3.670593436,858,,18795,,,,,,,,,
Rylan Bannon,-0.742617497,-0.644690663,-0.757459152,-0.726850515,-0.40042064,-0.418764667,-3.690803134,859,,sa3004162,,,,,,,,,
Kyle Higashioka,-0.720728282,-0.251423271,-0.481170411,-0.743334487,-1.061394143,-0.432822559,-3.690873152,860,337,5517,,,,,C,,,,
Sam Coonrod,-1.030798207,-0.939725329,-0.783817444,0.04003187,-0.755827126,-0.236304604,-3.706440841,861,,17264,,,,,,,,,P
Dan Otero,-1.263562588,-1.33009754,-0.783817444,0.00353665,0.27768031,-0.612925179,-3.70918579,862,,7385,,,,,,,,,P
Nik Turley,-0.770809922,-0.701164534,-0.783817444,-0.332219369,-0.832383232,-0.2990747,-3.719469201,863,,5530,,,,,,,,,P
Joe Panik,-0.837470762,-0.934466636,-0.948735973,-0.801264263,0.297790806,-0.497488863,-3.721635692,864,368,11936,,2B,3B,SS,,,,,
Sean Reid-Foley,-1.065735551,-0.961412674,-0.426853818,0.156816572,-0.889800312,-0.550155083,-3.737140866,865,,17034,,,,,,,,,P
Yadiel Hernandez,-1.078252127,-0.78957865,-0.991241934,-0.986447347,0.074363143,0.031087886,-3.740069029,866,,19334,,,,,,,,,
Tyler Naquin,-1.034473697,-0.872371785,-0.920398667,-0.996932476,0.279171834,-0.202273126,-3.747277917,867,,13359,,,,,,,,,
Felix Hernandez,0.093095306,-0.323804731,0.508994919,-2.109536555,-1.253441818,-0.675695274,-3.760388153,868,406,4772,,,,,,,,,P
Nick Neidert,-0.455920096,-0.63176503,-0.484365194,-0.850451484,-0.736688099,-0.612925179,-3.772115083,869,,18699,,,,,,,,,P
Geoff Hartlieb,-0.938690664,-0.918037984,-0.783817444,0.251704142,-1.023773499,-0.361844796,-3.774460245,870,,19558,,,,,,,,,P
Stephen Tarpley,-1.345234301,-1.247685628,-0.783817444,0.525418288,-0.373046594,-0.550155083,-3.774520762,871,,15859,,,,,,,,,P
Ryan O'Hearn,-0.873952787,-0.561897528,-0.672447232,-0.743184083,-0.875204424,-0.056071046,-3.782757101,872,521,16442,,,,,,,,,
Dee Gordon,-0.676949852,-1.100052907,-1.005410587,-0.805418826,0.968073794,-1.177890848,-3.797649226,873,,8203,,,,,,,,,
Jake Fraley,-0.640467827,-0.582595812,-0.672447232,-0.706651411,-0.642467275,-0.559343589,-3.803973146,874,,19260,,,,,,,,,
Jonah Heim,-0.618578612,-0.706785514,-0.580350985,-0.618402959,-0.307325781,-0.972645621,-3.804089473,875,,16930,,,,,C,,,,
Jose Marmolejos,-0.844767167,-0.644690663,-0.750374826,-0.801183224,-0.260778351,-0.50311202,-3.804906251,876,583,15767,,,,,,LF,,,
Burch Smith,-0.930977225,-0.822613666,-0.586169393,-0.266527974,-0.660131993,-0.550155083,-3.816575334,877,,12784,,,,,,,,,P
Matt Joyce,-0.859359977,-0.768880366,-0.884977033,-0.824546532,-0.484206014,0.002972101,-3.818997821,878,468,3353,,,,,,LF,,RF,
Derek Holland,-0.586141105,-0.540678181,-0.508448834,-0.959937143,-0.736688099,-0.487384987,-3.819278349,879,463,4141,,,,,,,,,P
Thomas Hatch,-0.740409895,-0.779238976,-0.440264301,-0.73001726,-0.851522259,-0.2990747,-3.840527392,880,577,19264,,,,,,,,,P
Samuel McWilliams,-1.000398181,-1.10888662,-0.356663664,-0.365065066,-0.468741727,-0.550155083,-3.849910341,881,,sa829124,,,,,,,,,P
Brad Brach,-0.672350135,-0.679477189,-0.783817444,-0.511045944,-1.157746685,-0.047994317,-3.852431713,882,,6627,,,,,,,,,P
Danny Mendick,-0.735321092,-0.727483798,-0.821218093,-0.749194727,-0.242159379,-0.587459374,-3.862836463,883,,18889,,,,,,,,,
Roberto Perez,-0.290240387,-0.106535284,-0.148207056,-0.314568488,-1.852700448,-1.17507927,-3.887330934,884,,2900,,,,,,,,,
Stephen Vogt,-0.793692332,-0.561897528,-0.608688292,-0.701878129,-0.782109564,-0.460938343,-3.909204188,885,392,5000,,,,,C,,,,
Chris Mazza,-0.93233842,-1.009124833,-0.494083448,-0.343167934,-0.526158807,-0.612925179,-3.917798622,886,,14151,,,,,,,,,P
Ryan Buchter,-1.009472815,-0.89201317,-0.783817444,-0.357766022,-0.392185621,-0.487384987,-3.92264006,887,,9456,,,,,,,,,P
Anthony Alford,-0.290240387,-0.52050096,-0.459917431,-0.477287471,-1.042775171,-1.135717171,-3.926438591,888,,14329,,,,,,,,,
Vidal Brujan,-0.859359977,-0.996561488,-0.962904627,-0.887457257,0.381576179,-0.604328844,-3.929036014,889,,sa872786,,,,,,,,,
Ross Detwiler,-0.636051596,-0.844301011,-0.583277311,-0.751914392,-1.023773499,-0.110764413,-3.950082222,890,,2859,,,,,,,,,P
Austin Barnes,-0.516428942,-0.706785514,-0.608688292,-0.62296302,-0.856585452,-0.668995149,-3.980446368,891,338,12158,,,,,C,,,,
Andrew Waters,-0.968806052,-0.913768352,-0.969988954,-0.928427279,0.19538646,-0.401895196,-3.987499372,892,,sa3004378,,,,,,,,,
Franklin Barreto,-0.625875017,-0.437707825,-0.594519638,-0.746647176,-1.024156199,-0.570589903,-3.999495758,893,611,15519,,,,,,,,,
Austin Romine,-0.764506712,-0.686087231,-0.580350985,-0.734236356,-0.214230921,-1.034500347,-4.013912553,894,412,5491,,,,,C,,,,
Jhoan Duran,-0.731335261,-0.757551631,-0.39763698,-0.605933514,-0.870661286,-0.675695274,-4.038813946,895,,sa873347,,,,,,,,,P
Sheldon Neuse,-0.837470762,-0.727483798,-0.722037519,-0.795964629,-0.19561195,-0.77583513,-4.054403787,896,427,19635,,,,,,,,,
Dan Winkler,-0.776708434,-0.709839472,-0.783817444,-0.514695466,-1.119468632,-0.173534509,-4.078063956,897,,12237,,,,,,,,,P
Jordan Zimmermann,-0.575705275,-0.774901507,-0.375418567,-1.543860654,-0.200795355,-0.612925179,-4.083606535,898,,4505,,,,,,,,,P
Harold Castro,-0.961509647,-1.017259771,-0.984157607,-0.88867183,0.819122019,-1.054181396,-4.086658234,899,,14691,,,,,,,,,
Jason Kipnis,-0.954213242,-0.768880366,-0.785796459,-0.861993607,-0.437658584,-0.280997322,-4.089539581,900,472,9776,,,,,,,,,
Jose De Leon,-0.46227234,-0.202355599,-0.610025998,-1.021979016,-1.310858898,-0.487384987,-4.094876838,901,,15463,,,,,,,,,P
Travis Lakins,-0.519442539,-0.597065278,-0.783817444,-0.773811524,-1.310858898,-0.110764413,-4.095760095,902,,18600,,,,,,,,,P
Chris Owings,-0.895842002,-0.748182082,-0.884977033,-0.88489696,-0.214230921,-0.483430971,-4.111559969,903,,10030,,,,,,,,,
Luis Avilan,-1.319825324,-1.230335752,-0.783817444,0.269951752,-0.50701978,-0.550155083,-4.121201631,904,,2882,,,,,,,,,P
Lane Thomas,-0.640467827,-0.561897528,-0.665362905,-0.713773053,-0.88451391,-0.660560413,-4.126575636,905,,16939,,,,,,,,,
Ian Gibaut,-1.035335524,-0.922375453,-0.783817444,-0.135145184,-0.947217392,-0.361844796,-4.185735793,906,,17871,,,,,,,,,P
John Nogowski,-1.100141342,-1.037958055,-1.132928468,-1.033533844,0.335028749,-0.216331018,-4.185863978,907,,16852,,,,,,,,,
Bud Norris,-1.135156507,-1.004787364,-0.783817444,-0.266527974,-0.392185621,-0.612925179,-4.195400088,908,,9492,,,,,,,,,P
Parker Dunshee,-0.979526521,-1.004787364,-0.367635711,-1.032927582,-0.143378275,-0.675695274,-4.203950726,909,,sa873274,,,,,,,,,P
Curt Casali,-0.866656382,-0.665388947,-0.764543479,-0.768153548,-0.670395733,-0.491865706,-4.227003795,910,489,12510,,,,,C,,,,
Cameron Maybin,-0.859359977,-0.913768352,-0.9558203,-0.863493597,-0.14906452,-0.486242549,-4.227749296,911,,5223,,,,,,,,,
Alex Avila,-0.596689397,-0.375612974,-0.559098005,-0.521607894,-1.862009934,-0.320359421,-4.235377625,912,423,7476,,,,,,,,,
Brock Holt,-0.793692332,-0.95516492,-0.906230013,-0.776505145,-0.046660174,-0.764588816,-4.2428414,913,501,9345,,,3B,,,,,,
Zack Godley,-0.838869682,-0.800926321,-0.441632429,-0.678923953,-0.813244206,-0.675695274,-4.249291866,914,,14862,,,,,,,,,P
Edmundo Sosa,-0.808285142,-0.830975217,-0.8495554,-0.818310509,-0.000112745,-0.952964572,-4.260203585,915,421,17022,,,,,,,,,
Eric Sogard,-0.800988737,-0.95516492,-0.941651647,-0.787419188,-0.037350688,-0.744907767,-4.267482947,916,492,7927,,,3B,,,,,,
A.J. Cole,-0.822081608,-0.7618891,-0.601323163,-1.000081884,-0.660131993,-0.424614891,-4.27012264,917,,11467,,,,,,,,,P
Jahmai Jones,-0.436168487,-0.686087231,-0.629941272,-0.56294668,-0.689014705,-1.270672937,-4.274831312,918,594,18872,,,,,,,,,
Derek Fisher,-0.888545597,-0.644690663,-0.899145687,-0.885928212,-1.042775171,0.073261562,-4.287823767,919,,16192,,,,,,,,,
Jed Lowrie,-0.837470762,-0.810276933,-0.828302419,-0.789490279,-0.437658584,-0.590270952,-4.29346993,920,,4418,,,,,,,,,
Jake Faria,-1.085246016,-1.02213724,-0.4948156,-0.5037469,-0.640992966,-0.550155083,-4.297093805,921,,13699,,,,,,,,,P
Billy McKinney,-1.034473697,-0.768880366,-1.040832221,-0.983041582,-0.558681901,0.087319455,-4.298590313,922,573,15654,,,,,,LF,,,
Jake Newberry,-0.734511383,-0.757551631,-0.783817444,-0.518344988,-1.042912525,-0.487384987,-4.324522958,923,,15136,,,,,,,,,P
Fernando Abad,-1.247228246,-1.225998283,-0.783817444,-0.438055505,-0.085961195,-0.550155083,-4.331215756,924,,4994,,,,,,,,,P
Derek Law,-1.062559429,-1.004787364,-0.783817444,-0.116897574,-0.813244206,-0.550155083,-4.3314611,925,,13133,,,,,,,,,P
Paul Blackburn,-1.006750425,-1.160936248,-0.405526988,-0.697171563,-0.392185621,-0.675695274,-4.338266119,926,,14739,,,,,,,,,P
Yency Almonte,-0.326152819,-0.406216642,-0.783817444,-1.602253005,-1.885029696,0.642476736,-4.36099287,927,,15068,,,,,,,,,P
Christin Stewart,-0.990695267,-0.686087231,-0.856639726,-0.894847434,-0.800728536,-0.148853135,-4.377851329,928,,17714,,,,,,,,,
Erik Gonzalez,-0.793692332,-0.830975217,-0.799965113,-0.777798733,-0.093207604,-1.096355073,-4.391994072,929,,13369,,,,,,,,,
Jasrado Chisholm,-0.436168487,-0.251423271,-0.438664451,-0.594719287,-1.750296103,-0.924848788,-4.396120386,930,,20454,,,,,,,,,
Joey Bart,-0.946916837,-0.810276933,-0.941651647,-0.924155358,-0.214230921,-0.562155167,-4.399386864,931,402,21524,,,,,C,,,,
Steven Souza Jr.,-0.939620432,-0.623992379,-0.814133766,-0.887190173,-1.117251058,-0.019520527,-4.401708335,932,591,5667,,,,,,,,RF,
Brandon Bielak,-0.676887452,-0.753214162,-0.410400552,-1.102268498,-0.985495445,-0.487384987,-4.415651097,933,,19866,,,,,,,,,P
Breyvic Valera,-1.041770102,-1.017259771,-1.090422507,-0.989832999,0.353647721,-0.632444629,-4.418082287,934,,12758,,,,,,,,,
Michael Baumann,-0.085674999,-0.354167014,0.363344251,-1.992751852,-1.674500403,-0.675695274,-4.419445292,935,,sa829681,,,,,,,,,P
Ivan Nova,-0.664636695,-0.957075205,-0.31962987,-1.339487425,-0.526158807,-0.612925179,-4.419913181,936,,1994,,,,,,,,,P
Jonathan Stiever,-0.636051596,-0.731526817,-0.362640082,-1.886915716,-0.277351461,-0.550155083,-4.444640755,937,,24584,,,,,,,,,P
Roenis Elias,-0.834332365,-0.887675701,-0.783817444,-0.73001726,-0.736688099,-0.487384987,-4.459915857,938,,12673,,,,,,,,,P
Vimael Machin,-0.800988737,-0.95516492,-0.962904627,-0.810444737,-0.130445548,-0.826443542,-4.486392111,939,,17684,,,,,,,,,
Jonathan Lucroy,-0.976102457,-0.893070069,-0.856639726,-0.895016475,-0.139755034,-0.730849875,-4.491433636,940,461,7870,,,,,C,,,,
Cam Gallagher,-0.903138407,-0.872371785,-0.93456732,-0.841925632,-0.139755034,-0.862994062,-4.55475224,941,569,12981,,,,,C,,,,
Wil Crowe,-0.100648146,-0.440916394,0.341823645,-1.828523365,-1.865890669,-0.675695274,-4.569850204,942,,19800,,,,,,,,,P
Wade Davis,-0.617902326,-0.605740216,-0.783817444,-1.379632166,-1.329997924,0.14031597,-4.576774107,943,,7441,,,,,,,,,P
Zack Collins,-0.625875017,-0.437707825,-0.566182332,-0.630857567,-1.91786685,-0.399083617,-4.577573208,944,464,19181,,,,,,,,,
Austin Allen,-1.041770102,-0.727483798,-0.877892706,-0.950286031,-0.512134472,-0.469373079,-4.578940188,945,,18083,,,,,,,,,
Kyle Holder,-0.793692332,-0.810276933,-0.856639726,-0.780942851,-0.279397323,-1.068239289,-4.589188454,946,,sa857840,,,,,,,,,
Sean Poppen,-1.072995259,-1.087199275,-0.463990935,-0.284775583,-1.004634472,-0.675695274,-4.589290798,947,,19583,,,,,,,,,P
Wade LeBlanc,-0.241304985,-0.63176503,0.239822883,-2.244568866,-1.042912525,-0.675695274,-4.596423797,948,,5221,,,,,,,,,P
Wyatt Mathisen,-1.049066507,-0.810276933,-1.026663567,-1.007322125,-0.716943162,-0.025143683,-4.635415979,949,,14555,,,,,,,,,
Jose Peraza,-1.041770102,-1.037958055,-1.118759814,-1.024474789,0.493290011,-0.910790895,-4.640463646,950,593,13593,,,,,,,,,
Mark Payton,-1.151216177,-0.95516492,-1.125844141,-1.077446379,-0.186302464,-0.168534184,-4.664508265,951,,16042,,,,,,,,,
Luke Bard,-1.189604315,-1.121899027,-0.783817444,-0.781110568,-0.315629514,-0.487384987,-4.679445855,952,,14288,,,,,,,,,P
Rogelio Armenteros,-0.708648674,-0.705502003,-0.363130213,-1.306641727,-0.928078366,-0.675695274,-4.687696257,953,,17679,,,,,,,,,P
Kevan Smith,-1.224180227,-1.058656339,-1.125844141,-1.104617201,0.418814123,-0.609952001,-4.704435786,954,,12284,,,,,,,,,
Matt Harvey,-0.141484002,-0.479953615,0.052987359,-2.313909783,-1.215163765,-0.612925179,-4.710448984,955,487,11713,,,,,,,,,P
Phillips Valdez,-0.619263522,-0.71851441,-0.554268598,-0.854101006,-1.540527217,-0.424614891,-4.711289644,956,,15605,,,,,,,,,P
Matt Adams,-1.085548532,-0.644690663,-0.785796459,-1.025867009,-1.061394143,-0.123548929,-4.726845735,957,,9393,,,,,,,,,
Javy Guerra,-0.891502564,-0.944062798,-0.783817444,-1.080371367,-0.736688099,-0.2990747,-4.735516972,958,,7407,,,,,,,,,P
Pablo Sandoval,-1.253365847,-0.95516492,-1.097506834,-1.144598613,-0.074588632,-0.216331018,-4.741555865,959,491,5409,,,,,,,,,
Lewin Diaz,-1.005288077,-0.706785514,-0.884977033,-0.947540526,-0.605229331,-0.59308253,-4.742903012,960,,18365,,,,,,,,,
Andrew Triggs,-1.213652097,-1.195636,-0.783817444,-0.6533773,-0.296490488,-0.612925179,-4.755898507,961,,13533,,,,,,,,,P
Humberto Mejia,-0.908290638,-0.948400267,-0.518972393,-1.251898898,-0.640992966,-0.487384987,-4.75594015,962,,20739,,,,,,,,,P
Cesar Puello,-1.216883822,-1.079354623,-1.182518755,-1.130692191,0.139529545,-0.286620479,-4.756540325,963,,7216,,,,,,,,,
Zacary Lowther,-0.560278396,-0.614415154,-0.335660082,-1.438024517,-1.138607658,-0.675695274,-4.762681081,964,,sa915645,,,,,,,,,P
Josh Osich,-1.301676054,-1.221660814,-0.783817444,-0.459952637,-0.4496027,-0.550155083,-4.766864733,965,,11528,,,,,,,,,P
Jason Castro,-0.523725347,-0.396311257,-0.523676371,-0.584469804,-1.889938392,-0.860182483,-4.778303655,966,,8722,,,,,,,,,
Welington Castillo,-1.187698202,-0.78957865,-0.9558203,-1.060561031,-0.419039612,-0.373779411,-4.786477207,967,,3256,,,,,,,,,
Anderson Tejeda,-0.997991672,-0.768880366,-0.93456732,-0.961137221,-0.558681901,-0.587459374,-4.808717854,968,,19909,,,,,,,,,
Chad Sobotka,-1.257664076,-1.121899027,-0.783817444,-0.193537535,-0.908939339,-0.550155083,-4.816012504,969,,17470,,,,,,,,,P
Sam Gaviglio,-1.28488798,-1.269372973,-0.783817444,-0.792059133,-0.162517301,-0.550155083,-4.842809915,970,,12778,,,,,,,,,P
Taylor Trammell,-0.421575677,-0.603294095,-0.644109925,-0.579322938,-1.340678721,-1.279107672,-4.868089029,971,,sa917943,,,,,,LF,,,
Matt Thaiss,-0.983398862,-0.810276933,-0.962904627,-0.955690994,-0.726252648,-0.432822559,-4.871346624,972,,19318,,,,,,,,,
Tyler Nevin,-1.078252127,-0.95516492,-1.111675488,-1.025699063,-0.232849893,-0.474996236,-4.878637726,973,,sa874752,,,,,,,,,
Tommy Milone,-0.852481634,-0.926712922,-0.368062367,-1.813925277,-0.277351461,-0.675695274,-4.914228937,974,,7608,,,,,,,,,P
Keury Mella,-0.971813081,-1.052499523,-0.452890919,-0.839502919,-1.119468632,-0.487384987,-4.923560061,975,,15964,,,,,,,,,P
Colten Brewer,-0.837054755,-0.822613666,-0.783817444,-0.667975387,-1.329997924,-0.487384987,-4.928844164,976,,12997,,,,,,,,,P
Jaylin Davis,-1.070955722,-0.851673501,-1.040832221,-1.053625966,-0.54006293,-0.373779411,-4.930929751,977,,19552,,,,,,,,,
Anthony Swarzak,-1.331622349,-1.243348159,-0.783817444,-0.507396422,-0.526158807,-0.550155083,-4.942498264,978,,7466,,,,,,,,,P
